,,Initial (AGL),Initial,Final (AGL),Final,Conjunct (AGL),Conjunct,Initial Unicode,Halant Unicode,Final Unicode,,Name (AGL),Name,Prod. Name,Notes,GlyphData.xml,
gujarati,uni,TH,th,Ba,ba,THBa,th_ba,0AA5,0ACD,0AAC,0AA50ACD0AAC,gjTHBa,th_ba-gujarati,uni0AA50ACD0AAC,,,
gujarati,uni,TH,th,BHa,bha,THBHa,th_bha,0AA5,0ACD,0AAD,0AA50ACD0AAD,gjTHBHa,th_bha-gujarati,uni0AA50ACD0AAD,,,
gujarati,uni,TH,th,Ma,ma,THMa,th_ma,0AA5,0ACD,0AAE,0AA50ACD0AAE,gjTHMa,th_ma-gujarati,uni0AA50ACD0AAE,,,
gujarati,uni,TH,th,Ya,ya,THYa,th_ya,0AA5,0ACD,0AAF,0AA50ACD0AAF,gjTHYa,th_ya-gujarati,uni0AA50ACD0AAF,,,
gujarati,uni,TH,th,Ra,ra,THRa,th_ra,0AA5,0ACD,0AB0,0AA50ACD0AB0,gjTHRa,th_ra-gujarati,uni0AA50ACD0AB0,,,
gujarati,uni,TH,th,La,la,THLa,th_la,0AA5,0ACD,0AB2,0AA50ACD0AB2,gjTHLa,th_la-gujarati,uni0AA50ACD0AB2,,,
gujarati,uni,TH,th,LLa,lla,THLLa,th_lla,0AA5,0ACD,0AB3,0AA50ACD0AB3,gjTHLLa,th_lla-gujarati,uni0AA50ACD0AB3,,,
gujarati,uni,TH,th,Va,va,THVa,th_va,0AA5,0ACD,0AB5,0AA50ACD0AB5,gjTHVa,th_va-gujarati,uni0AA50ACD0AB5,,,
gujarati,uni,TH,th,SHa,sha,THSHa,th_sha,0AA5,0ACD,0AB6,0AA50ACD0AB6,gjTHSHa,th_sha-gujarati,uni0AA50ACD0AB6,,,
gujarati,uni,TH,th,SSa,ssa,THSSa,th_ssa,0AA5,0ACD,0AB7,0AA50ACD0AB7,gjTHSSa,th_ssa-gujarati,uni0AA50ACD0AB7,,,
gujarati,uni,TH,th,Sa,sa,THSa,th_sa,0AA5,0ACD,0AB8,0AA50ACD0AB8,gjTHSa,th_sa-gujarati,uni0AA50ACD0AB8,,,
gujarati,uni,TH,th,Ha,ha,THHa,th_ha,0AA5,0ACD,0AB9,0AA50ACD0AB9,gjTHHa,th_ha-gujarati,uni0AA50ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,D,d,Ka,ka,DKa,d_ka,0AA6,0ACD,0A95,0AA60ACD0A95,gjDKa,d_ka-gujarati,uni0AA60ACD0A95,,,
gujarati,uni,D,d,KHa,kha,DKHa,d_kha,0AA6,0ACD,0A96,0AA60ACD0A96,gjDKHa,d_kha-gujarati,uni0AA60ACD0A96,,,
gujarati,uni,D,d,Ga,ga,DGa,d_ga,0AA6,0ACD,0A97,0AA60ACD0A97,gjDGa,d_ga-gujarati,uni0AA60ACD0A97,,,
gujarati,uni,D,d,GHa,gha,DGHa,d_gha,0AA6,0ACD,0A98,0AA60ACD0A98,gjDGHa,d_gha-gujarati,uni0AA60ACD0A98,,,
gujarati,uni,D,d,NGa,nga,DNGa,d_nga,0AA6,0ACD,0A99,0AA60ACD0A99,gjDNGa,d_nga-gujarati,uni0AA60ACD0A99,,,
gujarati,uni,D,d,Ca,ca,DCa,d_ca,0AA6,0ACD,0A9A,0AA60ACD0A9A,gjDCa,d_ca-gujarati,uni0AA60ACD0A9A,,,
gujarati,uni,D,d,CHa,cha,DCHa,d_cha,0AA6,0ACD,0A9B,0AA60ACD0A9B,gjDCHa,d_cha-gujarati,uni0AA60ACD0A9B,,,
gujarati,uni,D,d,Ja,ja,DJa,d_ja,0AA6,0ACD,0A9C,0AA60ACD0A9C,gjDJa,d_ja-gujarati,uni0AA60ACD0A9C,,,
gujarati,uni,D,d,JHa,jha,DJHa,d_jha,0AA6,0ACD,0A9D,0AA60ACD0A9D,gjDJHa,d_jha-gujarati,uni0AA60ACD0A9D,,,
gujarati,uni,D,d,NYa,nya,DNYa,d_nya,0AA6,0ACD,0A9E,0AA60ACD0A9E,gjDNYa,d_nya-gujarati,uni0AA60ACD0A9E,,,
gujarati,uni,D,d,TTa,tta,DTTa,d_tta,0AA6,0ACD,0A9F,0AA60ACD0A9F,gjDTTa,d_tta-gujarati,uni0AA60ACD0A9F,,,
gujarati,uni,D,d,TTHa,ttha,DTTHa,d_ttha,0AA6,0ACD,0AA0,0AA60ACD0AA0,gjDTTHa,d_ttha-gujarati,uni0AA60ACD0AA0,,,
gujarati,uni,D,d,DDa,dda,DDDa,d_dda,0AA6,0ACD,0AA1,0AA60ACD0AA1,gjDDDa,d_dda-gujarati,uni0AA60ACD0AA1,,,
gujarati,uni,D,d,DDHa,ddha,DDDHa,d_ddha,0AA6,0ACD,0AA2,0AA60ACD0AA2,gjDDDHa,d_ddha-gujarati,uni0AA60ACD0AA2,,,
gujarati,uni,D,d,NNa,nna,DNNa,d_nna,0AA6,0ACD,0AA3,0AA60ACD0AA3,gjDNNa,d_nna-gujarati,uni0AA60ACD0AA3,,,
gujarati,uni,D,d,Ta,ta,DTa,d_ta,0AA6,0ACD,0AA4,0AA60ACD0AA4,gjDTa,d_ta-gujarati,uni0AA60ACD0AA4,,,
gujarati,uni,D,d,THa,tha,DTHa,d_tha,0AA6,0ACD,0AA5,0AA60ACD0AA5,gjDTHa,d_tha-gujarati,uni0AA60ACD0AA5,,,
gujarati,uni,D,d,Da,da,DDa,d_da,0AA6,0ACD,0AA6,0AA60ACD0AA6,gjDDa,d_da-gujarati,uni0AA60ACD0AA6,Composite,,
gujarati,uni,D,d,DHa,dha,DDHa,d_dha,0AA6,0ACD,0AA7,0AA60ACD0AA7,gjDDHa,d_dha-gujarati,uni0AA60ACD0AA7,,,
gujarati,uni,D,d,Na,na,DNa,d_na,0AA6,0ACD,0AA8,0AA60ACD0AA8,gjDNa,d_na-gujarati,uni0AA60ACD0AA8,,,
gujarati,uni,D,d,Pa,pa,DPa,d_pa,0AA6,0ACD,0AAA,0AA60ACD0AAA,gjDPa,d_pa-gujarati,uni0AA60ACD0AAA,,,
gujarati,uni,D,d,PHa,pha,DPHa,d_pha,0AA6,0ACD,0AAB,0AA60ACD0AAB,gjDPHa,d_pha-gujarati,uni0AA60ACD0AAB,,,
gujarati,uni,D,d,Ba,ba,DBa,d_ba,0AA6,0ACD,0AAC,0AA60ACD0AAC,gjDBa,d_ba-gujarati,uni0AA60ACD0AAC,,,
gujarati,uni,D,d,BHa,bha,DBHa,d_bha,0AA6,0ACD,0AAD,0AA60ACD0AAD,gjDBHa,d_bha-gujarati,uni0AA60ACD0AAD,,,
gujarati,uni,D,d,Ma,ma,DMa,d_ma,0AA6,0ACD,0AAE,0AA60ACD0AAE,gjDMa,d_ma-gujarati,uni0AA60ACD0AAE,,,
gujarati,uni,D,d,Ya,ya,DYa,d_ya,0AA6,0ACD,0AAF,0AA60ACD0AAF,gjDYa,d_ya-gujarati,uni0AA60ACD0AAF,,,
gujarati,uni,D,d,Ra,ra,DRa,d_ra,0AA6,0ACD,0AB0,0AA60ACD0AB0,gjDRa,d_ra-gujarati,uni0AA60ACD0AB0,,,
gujarati,uni,D,d,La,la,DLa,d_la,0AA6,0ACD,0AB2,0AA60ACD0AB2,gjDLa,d_la-gujarati,uni0AA60ACD0AB2,,,
gujarati,uni,D,d,LLa,lla,DLLa,d_lla,0AA6,0ACD,0AB3,0AA60ACD0AB3,gjDLLa,d_lla-gujarati,uni0AA60ACD0AB3,,,
gujarati,uni,D,d,Va,va,DVa,d_va,0AA6,0ACD,0AB5,0AA60ACD0AB5,gjDVa,d_va-gujarati,uni0AA60ACD0AB5,,,
gujarati,uni,D,d,SHa,sha,DSHa,d_sha,0AA6,0ACD,0AB6,0AA60ACD0AB6,gjDSHa,d_sha-gujarati,uni0AA60ACD0AB6,,,
gujarati,uni,D,d,SSa,ssa,DSSa,d_ssa,0AA6,0ACD,0AB7,0AA60ACD0AB7,gjDSSa,d_ssa-gujarati,uni0AA60ACD0AB7,,,
gujarati,uni,D,d,Sa,sa,DSa,d_sa,0AA6,0ACD,0AB8,0AA60ACD0AB8,gjDSa,d_sa-gujarati,uni0AA60ACD0AB8,,,
gujarati,uni,D,d,Ha,ha,DHa,d_ha,0AA6,0ACD,0AB9,0AA60ACD0AB9,gjDHa,d_ha-gujarati,uni0AA60ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,DH,dh,Ka,ka,DHKa,dh_ka,0AA7,0ACD,0A95,0AA70ACD0A95,gjDHKa,dh_ka-gujarati,uni0AA70ACD0A95,,,
gujarati,uni,DH,dh,KHa,kha,DHKHa,dh_kha,0AA7,0ACD,0A96,0AA70ACD0A96,gjDHKHa,dh_kha-gujarati,uni0AA70ACD0A96,,,
gujarati,uni,DH,dh,Ga,ga,DHGa,dh_ga,0AA7,0ACD,0A97,0AA70ACD0A97,gjDHGa,dh_ga-gujarati,uni0AA70ACD0A97,,,
gujarati,uni,DH,dh,GHa,gha,DHGHa,dh_gha,0AA7,0ACD,0A98,0AA70ACD0A98,gjDHGHa,dh_gha-gujarati,uni0AA70ACD0A98,,,
gujarati,uni,DH,dh,NGa,nga,DHNGa,dh_nga,0AA7,0ACD,0A99,0AA70ACD0A99,gjDHNGa,dh_nga-gujarati,uni0AA70ACD0A99,,,
gujarati,uni,DH,dh,Ca,ca,DHCa,dh_ca,0AA7,0ACD,0A9A,0AA70ACD0A9A,gjDHCa,dh_ca-gujarati,uni0AA70ACD0A9A,,,
gujarati,uni,DH,dh,CHa,cha,DHCHa,dh_cha,0AA7,0ACD,0A9B,0AA70ACD0A9B,gjDHCHa,dh_cha-gujarati,uni0AA70ACD0A9B,,,
gujarati,uni,DH,dh,Ja,ja,DHJa,dh_ja,0AA7,0ACD,0A9C,0AA70ACD0A9C,gjDHJa,dh_ja-gujarati,uni0AA70ACD0A9C,,,
gujarati,uni,DH,dh,JHa,jha,DHJHa,dh_jha,0AA7,0ACD,0A9D,0AA70ACD0A9D,gjDHJHa,dh_jha-gujarati,uni0AA70ACD0A9D,,,
gujarati,uni,DH,dh,NYa,nya,DHNYa,dh_nya,0AA7,0ACD,0A9E,0AA70ACD0A9E,gjDHNYa,dh_nya-gujarati,uni0AA70ACD0A9E,,,
gujarati,uni,DH,dh,TTa,tta,DHTTa,dh_tta,0AA7,0ACD,0A9F,0AA70ACD0A9F,gjDHTTa,dh_tta-gujarati,uni0AA70ACD0A9F,,,
gujarati,uni,DH,dh,TTHa,ttha,DHTTHa,dh_ttha,0AA7,0ACD,0AA0,0AA70ACD0AA0,gjDHTTHa,dh_ttha-gujarati,uni0AA70ACD0AA0,,,
gujarati,uni,DH,dh,DDa,dda,DHDDa,dh_dda,0AA7,0ACD,0AA1,0AA70ACD0AA1,gjDHDDa,dh_dda-gujarati,uni0AA70ACD0AA1,,,
gujarati,uni,DH,dh,DDHa,ddha,DHDDHa,dh_ddha,0AA7,0ACD,0AA2,0AA70ACD0AA2,gjDHDDHa,dh_ddha-gujarati,uni0AA70ACD0AA2,,,
gujarati,uni,DH,dh,NNa,nna,DHNNa,dh_nna,0AA7,0ACD,0AA3,0AA70ACD0AA3,gjDHNNa,dh_nna-gujarati,uni0AA70ACD0AA3,,,
gujarati,uni,DH,dh,Ta,ta,DHTa,dh_ta,0AA7,0ACD,0AA4,0AA70ACD0AA4,gjDHTa,dh_ta-gujarati,uni0AA70ACD0AA4,,,
gujarati,uni,DH,dh,THa,tha,DHTHa,dh_tha,0AA7,0ACD,0AA5,0AA70ACD0AA5,gjDHTHa,dh_tha-gujarati,uni0AA70ACD0AA5,,,
gujarati,uni,DH,dh,Da,da,DHDa,dh_da,0AA7,0ACD,0AA6,0AA70ACD0AA6,gjDHDa,dh_da-gujarati,uni0AA70ACD0AA6,,,
gujarati,uni,DH,dh,DHa,dha,DHDHa,dh_dha,0AA7,0ACD,0AA7,0AA70ACD0AA7,gjDHDHa,dh_dha-gujarati,uni0AA70ACD0AA7,,,
gujarati,uni,DH,dh,Na,na,DHNa,dh_na,0AA7,0ACD,0AA8,0AA70ACD0AA8,gjDHNa,dh_na-gujarati,uni0AA70ACD0AA8,,,
gujarati,uni,DH,dh,Pa,pa,DHPa,dh_pa,0AA7,0ACD,0AAA,0AA70ACD0AAA,gjDHPa,dh_pa-gujarati,uni0AA70ACD0AAA,,,
gujarati,uni,DH,dh,PHa,pha,DHPHa,dh_pha,0AA7,0ACD,0AAB,0AA70ACD0AAB,gjDHPHa,dh_pha-gujarati,uni0AA70ACD0AAB,,,
gujarati,uni,DH,dh,Ba,ba,DHBa,dh_ba,0AA7,0ACD,0AAC,0AA70ACD0AAC,gjDHBa,dh_ba-gujarati,uni0AA70ACD0AAC,,,
gujarati,uni,DH,dh,BHa,bha,DHBHa,dh_bha,0AA7,0ACD,0AAD,0AA70ACD0AAD,gjDHBHa,dh_bha-gujarati,uni0AA70ACD0AAD,,,
gujarati,uni,DH,dh,Ma,ma,DHMa,dh_ma,0AA7,0ACD,0AAE,0AA70ACD0AAE,gjDHMa,dh_ma-gujarati,uni0AA70ACD0AAE,,,
gujarati,uni,DH,dh,Ya,ya,DHYa,dh_ya,0AA7,0ACD,0AAF,0AA70ACD0AAF,gjDHYa,dh_ya-gujarati,uni0AA70ACD0AAF,,,
gujarati,uni,DH,dh,Ra,ra,DHRa,dh_ra,0AA7,0ACD,0AB0,0AA70ACD0AB0,gjDHRa,dh_ra-gujarati,uni0AA70ACD0AB0,,,
gujarati,uni,DH,dh,La,la,DHLa,dh_la,0AA7,0ACD,0AB2,0AA70ACD0AB2,gjDHLa,dh_la-gujarati,uni0AA70ACD0AB2,,,
gujarati,uni,DH,dh,LLa,lla,DHLLa,dh_lla,0AA7,0ACD,0AB3,0AA70ACD0AB3,gjDHLLa,dh_lla-gujarati,uni0AA70ACD0AB3,,,
gujarati,uni,DH,dh,Va,va,DHVa,dh_va,0AA7,0ACD,0AB5,0AA70ACD0AB5,gjDHVa,dh_va-gujarati,uni0AA70ACD0AB5,,,
gujarati,uni,DH,dh,SHa,sha,DHSHa,dh_sha,0AA7,0ACD,0AB6,0AA70ACD0AB6,gjDHSHa,dh_sha-gujarati,uni0AA70ACD0AB6,,,
gujarati,uni,DH,dh,SSa,ssa,DHSSa,dh_ssa,0AA7,0ACD,0AB7,0AA70ACD0AB7,gjDHSSa,dh_ssa-gujarati,uni0AA70ACD0AB7,,,
gujarati,uni,DH,dh,Sa,sa,DHSa,dh_sa,0AA7,0ACD,0AB8,0AA70ACD0AB8,gjDHSa,dh_sa-gujarati,uni0AA70ACD0AB8,,,
gujarati,uni,DH,dh,Ha,ha,DHHa,dh_ha,0AA7,0ACD,0AB9,0AA70ACD0AB9,gjDHHa,dh_ha-gujarati,uni0AA70ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,N,n,Ka,ka,NKa,n_ka,0AA8,0ACD,0A95,0AA80ACD0A95,gjNKa,n_ka-gujarati,uni0AA80ACD0A95,,,
gujarati,uni,N,n,KHa,kha,NKHa,n_kha,0AA8,0ACD,0A96,0AA80ACD0A96,gjNKHa,n_kha-gujarati,uni0AA80ACD0A96,,,
gujarati,uni,N,n,Ga,ga,NGa,n_ga,0AA8,0ACD,0A97,0AA80ACD0A97,gjNGa,n_ga-gujarati,uni0AA80ACD0A97,,,
gujarati,uni,N,n,GHa,gha,NGHa,n_gha,0AA8,0ACD,0A98,0AA80ACD0A98,gjNGHa,n_gha-gujarati,uni0AA80ACD0A98,,,
gujarati,uni,N,n,NGa,nga,NNGa,n_nga,0AA8,0ACD,0A99,0AA80ACD0A99,gjNNGa,n_nga-gujarati,uni0AA80ACD0A99,,,
gujarati,uni,N,n,Ca,ca,NCa,n_ca,0AA8,0ACD,0A9A,0AA80ACD0A9A,gjNCa,n_ca-gujarati,uni0AA80ACD0A9A,,,
gujarati,uni,N,n,CHa,cha,NCHa,n_cha,0AA8,0ACD,0A9B,0AA80ACD0A9B,gjNCHa,n_cha-gujarati,uni0AA80ACD0A9B,,,
gujarati,uni,N,n,Ja,ja,NJa,n_ja,0AA8,0ACD,0A9C,0AA80ACD0A9C,gjNJa,n_ja-gujarati,uni0AA80ACD0A9C,,,
gujarati,uni,N,n,JHa,jha,NJHa,n_jha,0AA8,0ACD,0A9D,0AA80ACD0A9D,gjNJHa,n_jha-gujarati,uni0AA80ACD0A9D,,,
gujarati,uni,N,n,NYa,nya,NNYa,n_nya,0AA8,0ACD,0A9E,0AA80ACD0A9E,gjNNYa,n_nya-gujarati,uni0AA80ACD0A9E,,,
gujarati,uni,N,n,TTa,tta,NTTa,n_tta,0AA8,0ACD,0A9F,0AA80ACD0A9F,gjNTTa,n_tta-gujarati,uni0AA80ACD0A9F,,,
gujarati,uni,N,n,TTHa,ttha,NTTHa,n_ttha,0AA8,0ACD,0AA0,0AA80ACD0AA0,gjNTTHa,n_ttha-gujarati,uni0AA80ACD0AA0,,,
gujarati,uni,N,n,DDa,dda,NDDa,n_dda,0AA8,0ACD,0AA1,0AA80ACD0AA1,gjNDDa,n_dda-gujarati,uni0AA80ACD0AA1,,,
gujarati,uni,N,n,DDHa,ddha,NDDHa,n_ddha,0AA8,0ACD,0AA2,0AA80ACD0AA2,gjNDDHa,n_ddha-gujarati,uni0AA80ACD0AA2,,,
gujarati,uni,N,n,NNa,nna,NNNa,n_nna,0AA8,0ACD,0AA3,0AA80ACD0AA3,gjNNNa,n_nna-gujarati,uni0AA80ACD0AA3,,,
gujarati,uni,N,n,Ta,ta,NTa,n_ta,0AA8,0ACD,0AA4,0AA80ACD0AA4,gjNTa,n_ta-gujarati,uni0AA80ACD0AA4,,,
gujarati,uni,N,n,THa,tha,NTHa,n_tha,0AA8,0ACD,0AA5,0AA80ACD0AA5,gjNTHa,n_tha-gujarati,uni0AA80ACD0AA5,,,
gujarati,uni,N,n,Da,da,NDa,n_da,0AA8,0ACD,0AA6,0AA80ACD0AA6,gjNDa,n_da-gujarati,uni0AA80ACD0AA6,,,
gujarati,uni,N,n,DHa,dha,NDHa,n_dha,0AA8,0ACD,0AA7,0AA80ACD0AA7,gjNDHa,n_dha-gujarati,uni0AA80ACD0AA7,,,
gujarati,uni,N,n,Na,na,NNa,n_na,0AA8,0ACD,0AA8,0AA80ACD0AA8,gjNNa,n_na-gujarati,uni0AA80ACD0AA8,,,
gujarati,uni,N,n,Pa,pa,NPa,n_pa,0AA8,0ACD,0AAA,0AA80ACD0AAA,gjNPa,n_pa-gujarati,uni0AA80ACD0AAA,,,
gujarati,uni,N,n,PHa,pha,NPHa,n_pha,0AA8,0ACD,0AAB,0AA80ACD0AAB,gjNPHa,n_pha-gujarati,uni0AA80ACD0AAB,,,
gujarati,uni,N,n,Ba,ba,NBa,n_ba,0AA8,0ACD,0AAC,0AA80ACD0AAC,gjNBa,n_ba-gujarati,uni0AA80ACD0AAC,,,
gujarati,uni,N,n,BHa,bha,NBHa,n_bha,0AA8,0ACD,0AAD,0AA80ACD0AAD,gjNBHa,n_bha-gujarati,uni0AA80ACD0AAD,,,
gujarati,uni,N,n,Ma,ma,NMa,n_ma,0AA8,0ACD,0AAE,0AA80ACD0AAE,gjNMa,n_ma-gujarati,uni0AA80ACD0AAE,,,
gujarati,uni,N,n,Ya,ya,NYa,n_ya,0AA8,0ACD,0AAF,0AA80ACD0AAF,gjNYa,n_ya-gujarati,uni0AA80ACD0AAF,,,
gujarati,uni,N,n,Ra,ra,NRa,n_ra,0AA8,0ACD,0AB0,0AA80ACD0AB0,gjNRa,n_ra-gujarati,uni0AA80ACD0AB0,,,
gujarati,uni,N,n,La,la,NLa,n_la,0AA8,0ACD,0AB2,0AA80ACD0AB2,gjNLa,n_la-gujarati,uni0AA80ACD0AB2,,,
gujarati,uni,N,n,LLa,lla,NLLa,n_lla,0AA8,0ACD,0AB3,0AA80ACD0AB3,gjNLLa,n_lla-gujarati,uni0AA80ACD0AB3,,,
gujarati,uni,N,n,Va,va,NVa,n_va,0AA8,0ACD,0AB5,0AA80ACD0AB5,gjNVa,n_va-gujarati,uni0AA80ACD0AB5,,,
gujarati,uni,N,n,SHa,sha,NSHa,n_sha,0AA8,0ACD,0AB6,0AA80ACD0AB6,gjNSHa,n_sha-gujarati,uni0AA80ACD0AB6,,,
gujarati,uni,N,n,SSa,ssa,NSSa,n_ssa,0AA8,0ACD,0AB7,0AA80ACD0AB7,gjNSSa,n_ssa-gujarati,uni0AA80ACD0AB7,,,
gujarati,uni,N,n,Sa,sa,NSa,n_sa,0AA8,0ACD,0AB8,0AA80ACD0AB8,gjNSa,n_sa-gujarati,uni0AA80ACD0AB8,,,
gujarati,uni,N,n,Ha,ha,NHa,n_ha,0AA8,0ACD,0AB9,0AA80ACD0AB9,gjNHa,n_ha-gujarati,uni0AA80ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,P,p,Ka,ka,PKa,p_ka,0AAA,0ACD,0A95,0AAA0ACD0A95,gjPKa,p_ka-gujarati,uni0AAA0ACD0A95,,,
gujarati,uni,P,p,KHa,kha,PKHa,p_kha,0AAA,0ACD,0A96,0AAA0ACD0A96,gjPKHa,p_kha-gujarati,uni0AAA0ACD0A96,,,
gujarati,uni,P,p,Ga,ga,PGa,p_ga,0AAA,0ACD,0A97,0AAA0ACD0A97,gjPGa,p_ga-gujarati,uni0AAA0ACD0A97,,,
gujarati,uni,P,p,GHa,gha,PGHa,p_gha,0AAA,0ACD,0A98,0AAA0ACD0A98,gjPGHa,p_gha-gujarati,uni0AAA0ACD0A98,,,
gujarati,uni,P,p,NGa,nga,PNGa,p_nga,0AAA,0ACD,0A99,0AAA0ACD0A99,gjPNGa,p_nga-gujarati,uni0AAA0ACD0A99,,,
gujarati,uni,P,p,Ca,ca,PCa,p_ca,0AAA,0ACD,0A9A,0AAA0ACD0A9A,gjPCa,p_ca-gujarati,uni0AAA0ACD0A9A,,,
gujarati,uni,P,p,CHa,cha,PCHa,p_cha,0AAA,0ACD,0A9B,0AAA0ACD0A9B,gjPCHa,p_cha-gujarati,uni0AAA0ACD0A9B,,,
gujarati,uni,P,p,Ja,ja,PJa,p_ja,0AAA,0ACD,0A9C,0AAA0ACD0A9C,gjPJa,p_ja-gujarati,uni0AAA0ACD0A9C,,,
gujarati,uni,P,p,JHa,jha,PJHa,p_jha,0AAA,0ACD,0A9D,0AAA0ACD0A9D,gjPJHa,p_jha-gujarati,uni0AAA0ACD0A9D,,,
gujarati,uni,P,p,NYa,nya,PNYa,p_nya,0AAA,0ACD,0A9E,0AAA0ACD0A9E,gjPNYa,p_nya-gujarati,uni0AAA0ACD0A9E,,,
gujarati,uni,P,p,TTa,tta,PTTa,p_tta,0AAA,0ACD,0A9F,0AAA0ACD0A9F,gjPTTa,p_tta-gujarati,uni0AAA0ACD0A9F,,,
gujarati,uni,P,p,TTHa,ttha,PTTHa,p_ttha,0AAA,0ACD,0AA0,0AAA0ACD0AA0,gjPTTHa,p_ttha-gujarati,uni0AAA0ACD0AA0,,,
gujarati,uni,P,p,DDa,dda,PDDa,p_dda,0AAA,0ACD,0AA1,0AAA0ACD0AA1,gjPDDa,p_dda-gujarati,uni0AAA0ACD0AA1,,,
gujarati,uni,P,p,DDHa,ddha,PDDHa,p_ddha,0AAA,0ACD,0AA2,0AAA0ACD0AA2,gjPDDHa,p_ddha-gujarati,uni0AAA0ACD0AA2,,,
gujarati,uni,P,p,NNa,nna,PNNa,p_nna,0AAA,0ACD,0AA3,0AAA0ACD0AA3,gjPNNa,p_nna-gujarati,uni0AAA0ACD0AA3,,,
gujarati,uni,P,p,Ta,ta,PTa,p_ta,0AAA,0ACD,0AA4,0AAA0ACD0AA4,gjPTa,p_ta-gujarati,uni0AAA0ACD0AA4,,,
gujarati,uni,P,p,THa,tha,PTHa,p_tha,0AAA,0ACD,0AA5,0AAA0ACD0AA5,gjPTHa,p_tha-gujarati,uni0AAA0ACD0AA5,,,
gujarati,uni,P,p,Da,da,PDa,p_da,0AAA,0ACD,0AA6,0AAA0ACD0AA6,gjPDa,p_da-gujarati,uni0AAA0ACD0AA6,,,
gujarati,uni,P,p,DHa,dha,PDHa,p_dha,0AAA,0ACD,0AA7,0AAA0ACD0AA7,gjPDHa,p_dha-gujarati,uni0AAA0ACD0AA7,,,
gujarati,uni,P,p,Na,na,PNa,p_na,0AAA,0ACD,0AA8,0AAA0ACD0AA8,gjPNa,p_na-gujarati,uni0AAA0ACD0AA8,,,
gujarati,uni,P,p,Pa,pa,PPa,p_pa,0AAA,0ACD,0AAA,0AAA0ACD0AAA,gjPPa,p_pa-gujarati,uni0AAA0ACD0AAA,,,
gujarati,uni,P,p,PHa,pha,PPHa,p_pha,0AAA,0ACD,0AAB,0AAA0ACD0AAB,gjPPHa,p_pha-gujarati,uni0AAA0ACD0AAB,,,
gujarati,uni,P,p,Ba,ba,PBa,p_ba,0AAA,0ACD,0AAC,0AAA0ACD0AAC,gjPBa,p_ba-gujarati,uni0AAA0ACD0AAC,,,
gujarati,uni,P,p,BHa,bha,PBHa,p_bha,0AAA,0ACD,0AAD,0AAA0ACD0AAD,gjPBHa,p_bha-gujarati,uni0AAA0ACD0AAD,,,
gujarati,uni,P,p,Ma,ma,PMa,p_ma,0AAA,0ACD,0AAE,0AAA0ACD0AAE,gjPMa,p_ma-gujarati,uni0AAA0ACD0AAE,,,
gujarati,uni,P,p,Ya,ya,PYa,p_ya,0AAA,0ACD,0AAF,0AAA0ACD0AAF,gjPYa,p_ya-gujarati,uni0AAA0ACD0AAF,,,
gujarati,uni,P,p,Ra,ra,PRa,p_ra,0AAA,0ACD,0AB0,0AAA0ACD0AB0,gjPRa,p_ra-gujarati,uni0AAA0ACD0AB0,,,
gujarati,uni,P,p,La,la,PLa,p_la,0AAA,0ACD,0AB2,0AAA0ACD0AB2,gjPLa,p_la-gujarati,uni0AAA0ACD0AB2,,,
gujarati,uni,P,p,LLa,lla,PLLa,p_lla,0AAA,0ACD,0AB3,0AAA0ACD0AB3,gjPLLa,p_lla-gujarati,uni0AAA0ACD0AB3,,,
gujarati,uni,P,p,Va,va,PVa,p_va,0AAA,0ACD,0AB5,0AAA0ACD0AB5,gjPVa,p_va-gujarati,uni0AAA0ACD0AB5,,,
gujarati,uni,P,p,SHa,sha,PSHa,p_sha,0AAA,0ACD,0AB6,0AAA0ACD0AB6,gjPSHa,p_sha-gujarati,uni0AAA0ACD0AB6,,,
gujarati,uni,P,p,SSa,ssa,PSSa,p_ssa,0AAA,0ACD,0AB7,0AAA0ACD0AB7,gjPSSa,p_ssa-gujarati,uni0AAA0ACD0AB7,,,
gujarati,uni,P,p,Sa,sa,PSa,p_sa,0AAA,0ACD,0AB8,0AAA0ACD0AB8,gjPSa,p_sa-gujarati,uni0AAA0ACD0AB8,,,
gujarati,uni,P,p,Ha,ha,PHa,p_ha,0AAA,0ACD,0AB9,0AAA0ACD0AB9,gjPHa,p_ha-gujarati,uni0AAA0ACD0AB9,,,
,,,,,,,_,,,,,gj,_-,,,,
gujarati,uni,PH,ph,Ka,ka,PHKa,ph_ka,0AAB,0ACD,0A95,0AAB0ACD0A95,gjPHKa,ph_ka-gujarati,uni0AAB0ACD0A95,,,
gujarati,uni,PH,ph,KHa,kha,PHKHa,ph_kha,0AAB,0ACD,0A96,0AAB0ACD0A96,gjPHKHa,ph_kha-gujarati,uni0AAB0ACD0A96,,,
gujarati,uni,PH,ph,Ga,ga,PHGa,ph_ga,0AAB,0ACD,0A97,0AAB0ACD0A97,gjPHGa,ph_ga-gujarati,uni0AAB0ACD0A97,,,
gujarati,uni,PH,ph,GHa,gha,PHGHa,ph_gha,0AAB,0ACD,0A98,0AAB0ACD0A98,gjPHGHa,ph_gha-gujarati,uni0AAB0ACD0A98,,,
